  0.0000000E+000  0.0000000E+000 -0.3125000E-001  0.6250000E-001  0.6250000E-001
  0.0000000E+000  0.6250000E-001  0.3125000E-001  0.6250000E-001  0.6250000E-001
  0.0000000E+000  0.1250000E+000  0.9375000E-001  0.6250000E-001  0.6250000E-001
  0.0000000E+000  0.1875000E+000  0.1562500E+000  0.6250000E-001  0.6250000E-001
  0.0000000E+000  0.2500000E+000  0.2187500E+000  0.6250000E-001  0.6250000E-001
  0.0000000E+000  0.3125000E+000  0.2812500E+000  0.6250000E-001  0.6250000E-001
  0.0000000E+000  0.3750000E+000  0.3437500E+000  0.6250000E-001  0.6250000E-001
  0.0000000E+000  0.4375000E+000  0.4062500E+000  0.6250000E-001  0.6250000E-001
  0.0000000E+000  0.5000000E+000  0.4687500E+000  0.6250000E-001  0.6250000E-001
  0.0000000E+000  0.5625000E+000  0.5312500E+000  0.6250000E-001  0.6250000E-001
  0.0000000E+000  0.6250000E+000  0.5937500E+000  0.6250000E-001  0.6250000E-001
  0.0000000E+000  0.6875000E+000  0.6562500E+000  0.6250000E-001  0.6250000E-001
  0.0000000E+000  0.7500000E+000  0.7187500E+000  0.6250000E-001  0.6250000E-001
  0.0000000E+000  0.8125000E+000  0.7812500E+000  0.6250000E-001  0.6250000E-001
  0.0000000E+000  0.8750000E+000  0.8437500E+000  0.6250000E-001  0.6250000E-001
  0.0000000E+000  0.9375000E+000  0.9062500E+000  0.6250000E-001  0.6250000E-001
  0.0000000E+000  0.1000000E+001  0.9687500E+000  0.6250000E-001  0.6250000E-001
  0.0000000E+000  0.1062500E+001  0.1031250E+001  0.6250000E-001  0.6250000E-001
  0.0000000E+000  0.1125000E+001  0.1093750E+001  0.6250000E-001  0.6250000E-001
  0.0000000E+000  0.1187500E+001  0.1156250E+001  0.6250000E-001  0.6250000E-001
  0.0000000E+000  0.1250000E+001  0.1218750E+001  0.6250000E-001  0.6250000E-001
  0.0000000E+000  0.1312500E+001  0.1281250E+001  0.6250000E-001  0.6250000E-001
  0.0000000E+000  0.1375000E+001  0.1343750E+001  0.6250000E-001  0.6250000E-001
  0.0000000E+000  0.1437500E+001  0.1406250E+001  0.6250000E-001  0.6250000E-001
  0.0000000E+000  0.1500000E+001  0.1468750E+001  0.6250000E-001  0.6250000E-001
  0.0000000E+000  0.1562500E+001  0.1531250E+001  0.6250000E-001  0.6250000E-001
  0.0000000E+000  0.1625000E+001  0.1593750E+001  0.6250000E-001  0.6250000E-001
  0.0000000E+000  0.1687500E+001  0.1656250E+001  0.6250000E-001  0.6250000E-001
  0.0000000E+000  0.1750000E+001  0.1718750E+001  0.6250000E-001  0.6250000E-001
  0.0000000E+000  0.1812500E+001  0.1781250E+001  0.6250000E-001  0.6250000E-001
  0.0000000E+000  0.1875000E+001  0.1843750E+001  0.6250000E-001  0.6250000E-001
  0.0000000E+000  0.1937500E+001  0.1906250E+001  0.6250000E-001  0.6250000E-001
  0.0000000E+000  0.2000000E+001  0.1968750E+001  0.6250000E-001  0.6250000E-001
  0.0000000E+000  0.2062500E+001  0.2031250E+001  0.6250000E-001  0.6250000E-001
  0.0000000E+000  0.2125000E+001  0.2093750E+001  0.6250000E-001  0.6250000E-001
  0.0000000E+000  0.2187500E+001  0.2156250E+001  0.6250000E-001  0.6250000E-001
  0.0000000E+000  0.2250000E+001  0.2218750E+001  0.6250000E-001  0.6250000E-001
  0.0000000E+000  0.2312500E+001  0.2281250E+001  0.6250000E-001  0.6250000E-001
  0.0000000E+000  0.2375000E+001  0.2343750E+001  0.6250000E-001  0.6250000E-001
  0.0000000E+000  0.2437500E+001  0.2406250E+001  0.6250000E-001  0.6250000E-001
  0.0000000E+000  0.2500000E+001  0.2468750E+001  0.6250000E-001  0.6250000E-001
  0.0000000E+000  0.2562500E+001  0.2531250E+001  0.6250000E-001  0.6250000E-001
  0.0000000E+000  0.2625000E+001  0.2593750E+001  0.6250000E-001  0.6250000E-001
  0.0000000E+000  0.2687500E+001  0.2656250E+001  0.6250000E-001  0.6250000E-001
  0.0000000E+000  0.2750000E+001  0.2718750E+001  0.6250000E-001  0.6250000E-001
  0.0000000E+000  0.2812500E+001  0.2781250E+001  0.6250000E-001  0.6250000E-001
  0.0000000E+000  0.2875000E+001  0.2843750E+001  0.6250000E-001  0.6250000E-001
  0.0000000E+000  0.2937500E+001  0.2906250E+001  0.6250000E-001  0.6250000E-001
  0.0000000E+000  0.3000000E+001  0.2968750E+001  0.6250000E-001  0.6250000E-001
  0.0000000E+000  0.3062500E+001  0.3031250E+001  0.6250000E-001  0.6250000E-001
  0.0000000E+000  0.3125000E+001  0.3093750E+001  0.6250000E-001  0.6250000E-001
  0.0000000E+000  0.3187500E+001  0.3156250E+001  0.6250000E-001  0.6250000E-001
  0.0000000E+000  0.3250000E+001  0.3218750E+001  0.6250000E-001  0.6250000E-001
  0.0000000E+000  0.3312500E+001  0.3281250E+001  0.6250000E-001  0.6250000E-001
  0.0000000E+000  0.3375000E+001  0.3343750E+001  0.6250000E-001  0.6250000E-001
  0.0000000E+000  0.3437500E+001  0.3406250E+001  0.6250000E-001  0.6250000E-001
  0.0000000E+000  0.3500000E+001  0.3468750E+001  0.6250000E-001  0.6250000E-001
  0.0000000E+000  0.3562500E+001  0.3531250E+001  0.6250000E-001  0.6250000E-001
  0.0000000E+000  0.3625000E+001  0.3593750E+001  0.6250000E-001  0.6250000E-001
  0.0000000E+000  0.3687500E+001  0.3656250E+001  0.6250000E-001  0.6250000E-001
  0.0000000E+000  0.3750000E+001  0.3718750E+001  0.6250000E-001  0.6250000E-001
  0.0000000E+000  0.3812500E+001  0.3781250E+001  0.6250000E-001  0.6250000E-001
  0.0000000E+000  0.3875000E+001  0.3843750E+001  0.6250000E-001  0.6250000E-001
  0.0000000E+000  0.3937500E+001  0.3906250E+001  0.6250000E-001  0.6250000E-001
  0.0000000E+000  0.4000000E+001  0.3968750E+001  0.6250000E-001  0.6250000E-001
  0.0000000E+000  0.4062500E+001  0.4031250E+001  0.6250000E-001  0.6250000E-001
  0.0000000E+000  0.4125000E+001  0.4093750E+001  0.6250000E-001  0.6250000E-001
  0.0000000E+000  0.4187500E+001  0.4156250E+001  0.6250000E-001  0.6250000E-001
  0.0000000E+000  0.4250000E+001  0.4218750E+001  0.6250000E-001  0.6250000E-001
  0.0000000E+000  0.4312500E+001  0.4281250E+001  0.6250000E-001  0.6250000E-001
  0.0000000E+000  0.4375000E+001  0.4343750E+001  0.6250000E-001  0.6250000E-001
  0.0000000E+000  0.4437500E+001  0.4406250E+001  0.6250000E-001  0.6250000E-001
  0.0000000E+000  0.4500000E+001  0.4468750E+001  0.6250000E-001  0.6250000E-001
  0.0000000E+000  0.4562500E+001  0.4531250E+001  0.6250000E-001  0.6250000E-001
  0.0000000E+000  0.4625000E+001  0.4593750E+001  0.6250000E-001  0.6250000E-001
  0.0000000E+000  0.4687500E+001  0.4656250E+001  0.6250000E-001  0.6250000E-001
  0.0000000E+000  0.4750000E+001  0.4718750E+001  0.6250000E-001  0.6250000E-001
  0.0000000E+000  0.4812500E+001  0.4781250E+001  0.6250000E-001  0.6250000E-001
  0.0000000E+000  0.4875000E+001  0.4843750E+001  0.6250000E-001  0.6250000E-001
